titulo	autor	tipo	paginaIni	paginaFin	posIni	posFin	fecha	mensaje
Controle su destino	Anthony Robbins	Subrayado	112		1708	1709	15/12/2017 08:23:42	En segundo lugar, cree la duda.
Controle su destino	Anthony Robbins	Subrayado	113		1725	1726	15/12/2017 08:25:35	Recuerde que cada vez que creemos algo ya no lo cuestionamos de ningún modo. En el momento en que empezamos a cuestionar honradamente
Controle su destino	Anthony Robbins	Subrayado	115		1762	1763	15/12/2017 12:54:41	Nuestras creencias tienen diferentes niveles de certidumbre e intensidad emocional, y es importante saber cuál es su verdadera intensidad.
Controle su destino	Anthony Robbins	Subrayado	115		1763	1763	15/12/2017 12:54:59	hecho, he clasificado las creencias en tres categorías: opiniones, creencias y convicciones.
Controle su destino	Anthony Robbins	Subrayado	115		1763	1765	15/12/2017 12:55:33	Una opinión es algo de lo que nos sentimos relativamente seguros, pero esa certidumbre sólo es temporal porque puede cambiarse con facilidad. Nuestra mesa cognitiva se encuentra apoyada sobre patas de referencia poco firmes y no verificadas, que pueden estar basadas en impresiones.
Controle su destino	Anthony Robbins	Subrayado	116		1770	1771	15/12/2017 12:56:05	naturaleza de las opiniones: se diluyen con facilidad, y suelen estar basadas en unas pocas referencias en las que una persona se ha fijado en un momento determinado.
Controle su destino	Anthony Robbins	Subrayado	116		1771	1772	15/12/2017 12:56:24	Una creencia, en cambio, se forma cuando empezamos a desarrollar una base de patas de referencia mucho más amplia, sobre todo cuando experimentamos una fuerte emoción acerca de esas referencias, que nos aportan
Controle su destino	Anthony Robbins	Subrayado	116		1775	1778	15/12/2017 12:56:44	Las personas con creencias tienen un nivel de certidumbre tan fuerte que a menudo se cierran a cualquier nueva información. Pero, si se establece una buena comunicación con ellas, es posible interrumpir su pauta de cerrazón, y conseguir que cuestionen sus referencias para que empiecen a permitir la absorción de nuevos datos. Eso crea la duda suficiente como para desestabilizar nuestro viejo sistema de referencias, y dejar espacio para una nueva creencia.
Controle su destino	Anthony Robbins	Subrayado	116		1778	1779	15/12/2017 12:57:03	Una convicción, sin embargo, eclipsa a una creencia, debido sobre todo a la intensidad emocional que se vincula a una idea.
Controle su destino	Anthony Robbins	Subrayado	116		1779	1781	15/12/2017 12:57:22	Una persona que sostiene una convicción no sólo se siente segura de ella, sino que incluso se enoja si se la cuestiona. Esa persona no está dispuesta a cuestionarse sus referencias, ni siquiera por un momento; son totalmente resistentes a nueva información, llegando a menudo al punto de la obsesión.
Controle su destino	Anthony Robbins	Subrayado	117		1785	1787	15/12/2017 12:58:12	Claro que la convicción ferviente no es propiedad exclusiva de los fanáticos. También pertenece a cualquiera que posea un grado lo bastante elevado de compromiso y dedicación a una idea, principio o causa.
Controle su destino	Anthony Robbins	Subrayado	117		1794	1796	15/12/2017 12:58:45	¿Cuál es la diferencia? Sin lugar a dudas, se encuentra en las acciones que se está dispuesto a emprender. De hecho, alguien con una convicción se muestra tan apasionado sobre su creencia que está dispuesto incluso a arriesgarse a ser rechazado, o hacer el ridículo en interés de su convicción.
Controle su destino	Anthony Robbins	Subrayado	118		1796	1798	15/12/2017 12:59:07	No obstante, es muy probable que el único factor importante que separe una creencia de una convicción sea que esta última suele haberse puesto en marcha como consecuencia de acontecimientos emocionales significativos,
Controle su destino	Anthony Robbins	Subrayado	118		1804	1805	15/12/2017 01:00:00	Desde una óptica positiva, las convicciones pueden darnos poder porque nos impulsan a actuar (gracias a la pasión que nos inspiran).
Controle su destino	Anthony Robbins	Subrayado	118		1808	1809	15/12/2017 01:00:10	Lo mejor que puede hacerse para dominar un ámbito de la propia vida es elevar una creencia al rango de convicción,
Controle su destino	Anthony Robbins	Subrayado	119		1811	1814	15/12/2017 01:00:39	convicción de que jamás se permitirá tener un exceso de peso le impulsará a elegir, de forma estricta, un estilo de vida saludable, lo que le permitirá un mayor disfrute de su vida, y quizás hasta le ahorre un ataque al corazón. La convicción de que es usted una persona inteligente, capaz de encontrar siempre un camino para darle la vuelta a las cosas, puede ayudarle a superar los momentos más duros de su vida.
Controle su destino	Anthony Robbins	Subrayado	119		1814	1815	15/12/2017 01:00:52	pues, ¿cómo puede crearse una convicción? 1) Empiece con la creencia básica. 2) Refuerce su creencia, añadiéndole referencias nuevas y más poderosas.
Controle su destino	Anthony Robbins	Subrayado	119		1819	1820	15/12/2017 01:01:33	3) Encuentre un acontecimiento desencadenante, u ocúpese de crearlo usted mismo. Asócielo por completo, preguntándose: « ¿Qué me costará si no lo hago?»
Controle su destino	Anthony Robbins	Subrayado	120		1828	1829	15/12/2017 01:03:05	con frecuencia, se basan en el entusiasmo de otras personas por las creencias de uno mismo. La gente cree a menudo en algo porque todo el mundo lo cree. En psicología, eso se conoce como prueba social.
Controle su destino	Anthony Robbins	Subrayado	121		1849	1849	15/12/2017 01:05:15	EL DOLOR ES LA HERRAMIENTA
Controle su destino	Anthony Robbins	Subrayado	123		1872	1872	15/12/2017 01:06:51	Es vital examinar nuestras creencias y sus consecuencias para asegurarnos de que nos capacitan.
Controle su destino	Anthony Robbins	Subrayado	123		1874	1874	15/12/2017 01:07:25	personas son los modelos de rol capaces de darle algunas de las respuestas que busca.
Controle su destino	Anthony Robbins	Subrayado	123		1874	1875	15/12/2017 01:07:34	Invariablemente, detrás de toda persona de éxito hallará una serie específica de creencias que les dan poder.
Controle su destino	Anthony Robbins	Subrayado	123		1876	1876	15/12/2017 01:07:44	IMITAR LAS CREENCIAS DE LOS GANADORES.
Controle su destino	Anthony Robbins	Subrayado	123		1877	1878	15/12/2017 01:07:50	La forma de expandir nuestras vidas consiste en tomar como modelo las vidas de aquellas personas que ya han tenido éxito.
Controle su destino	Anthony Robbins	Subrayado	124		1890	1893	17/12/2017 07:10:15	“Somos lo que pensamos. Todo lo que somos surge con nuestros pensamientos. Con nuestros pensamientos, hacemos nuestro mundo.” BUDA.
Controle su destino	Anthony Robbins	Subrayado	125		1905	1909	17/12/2017 07:11:37	Según afirmó el filósofo alemán Arthur Schopenhauer, toda verdad pasa por tres fases: Primero, se la ridiculiza. Segundo, se le plantea una oposición violenta. Finalmente, se la acepta como evidente en sí misma.
Controle su destino	Anthony Robbins	Subrayado	126		1929	1931	17/12/2017 07:14:27	Deming enseñó a los japoneses catorce principios y una creencia básica esencial que se han constituido en el fundamento de toda gran Corporación multinacional japonesa hasta nuestros días.
Controle su destino	Anthony Robbins	Subrayado	131		1995	1997	17/12/2017 07:24:10	Mi propio compromiso con la mejora constante, con la elevación permanente de mis propios criterios de calidad de vida es lo que me ha mantenido feliz y con éxito.
Controle su destino	Anthony Robbins	Subrayado	132		2021	2023	17/12/2017 07:26:14	Como parte integral de mi compromiso personal con CANI, al final de cada día me hago las siguientes preguntas: ¿Qué he aprendido hoy? ¿En qué he contribuido o qué he mejorado? ¿De qué he disfrutado? Si cada día que pasa mejora constantemente su habilidad para disfrutar de su vida, la experimentará a un nivel de riqueza en el que la mayoría de la gente jamás ha soñado.
Controle su destino	Anthony Robbins	Subrayado	132		2024	2025	17/12/2017 07:26:35	LAS MEJORAS PEQUEÑAS SON CONCEBIBLES Y PUEDEN ALCANZARSE. 
Controle su destino	Anthony Robbins	Subrayado	134		2049	2051	17/12/2017 07:29:10	Hemos descubierto muchas cosas sobre las creencias, pero, para hacernos cargo del control sobre nuestras vidas, tenemos que saber qué creencias estamos utilizando ya para guiarnos.
Controle su destino	Anthony Robbins	Subrayado	134		2051	2053	17/12/2017 07:29:23	Así que, ahora mismo, deje todo lo que esté haciendo, y tómese los próximos diez minutos para divertirse un poco. Empiece por buscar frenéticamente todas aquellas creencias que tenga, tanto las que le dan poder como las que se lo quitan,
Controle su destino	Anthony Robbins	Subrayado	134		2054	2057	17/12/2017 07:29:44	Asegúrese de cubrir: Las creencias del tipo «Si..., entonces», como, por ejemplo: «Si me entrego consistentemente por completo, entonces alcanzaré el éxito», o bien: «Si soy totalmente apasionado con esta persona, entonces me dejará».
Controle su destino	Anthony Robbins	Subrayado	135		2057	2059	17/12/2017 07:31:08	Creencias globales, como las que suelen tenerse sobre la gente: «La gente es básicamente buena», o bien: «La gente es un fastidio»; creencias sobre sí mismo, sobre la oportunidad, sobre el tiempo, sobre la escasez y la abundancia.
Controle su destino	Anthony Robbins	Subrayado	135		2061	2062	17/12/2017 07:31:41	Concédase el regalo de hacerlo ahora mismo. Una vez que haya terminado le mostraré cómo puede fortalecer aquellas que le dan poder, y eliminar las que se lo quitan. Hágalo ahora mismo.
Controle su destino	Anthony Robbins	Subrayado	135		2065	2067	17/12/2017 07:32:02	Decida cuáles son las tres que le dan más poder y márquelas con un círculo. ¿En qué sentido le dan más poder? ¿Cómo fortalecen su vida?
Controle su destino	Anthony Robbins	Subrayado	136		2078	2078	17/12/2017 07:33:34	Rodee con un círculo las dos creencias que le quiten más poder.
Controle su destino	Anthony Robbins	Subrayado	136		2081	2088	17/12/2017 07:34:41	1. ¿Cómo es de ridícula o absurda esta creencia? 2. La persona de la que aprendí esta creencia; ¿valdría la pena imitarla en este ámbito en particular? 3. ¿Qué me costará emocionalmente el no desprenderme de esta creencia? 4. ¿Cuál será el coste para mis relaciones si no me desprendo de esta creencia? 5. ¿Cuál será el coste físico si no me desprendo de esta creencia? 6. ¿Cuál será el coste financiero si no me desprendo de esta creencia? 7. ¿Cuál será el coste para mi familia y mis seres queridos si no me desprendo de esta creencia?
Controle su destino	Anthony Robbins	Subrayado	137		2092	2093	17/12/2017 07:36:03	Pero no podemos desprendernos de una pauta sin sustituirla por una nueva.
Controle su destino	Anthony Robbins	Subrayado	139		2118	2118	17/12/2017 07:39:23	EL LIDERAZGO y EL PODER DE LA CREENCIA.
Controle su destino	Anthony Robbins	Subrayado	139		2119	2120	17/12/2017 07:39:48	Los líderes son aquellos individuos que viven con creencias que les dan poder y que enseñan a otros a aprovechar sus capacidades, desplazando las creencias que les han limitado.
Controle su destino	Anthony Robbins	Subrayado	139		2121	2121	17/12/2017 07:40:16	Una gran líder que me ha impresionado es una maestra llamada Marva Collins.
Controle su destino	Anthony Robbins	Subrayado	143		2178	2179	17/12/2017 10:45:25	¿PUEDE PRODUCIRSE EL CAMBIO EN UN INSTANTE?
Controle su destino	Anthony Robbins	Subrayado	145		2221	2222	17/12/2017 10:51:23	si pudiéramos cambiar aquello a lo que vinculábamos dolor y placer, podríamos cambiar con la misma facilidad la forma en que nuestros sistemas nerviosos se habían visto condicionados, y hacernos cargo de nuestras vidas de modo inmediato.
Controle su destino	Anthony Robbins	Subrayado	147		2241	2242	17/12/2017 10:53:05	¿Por qué piensa la mayoría de la gente que el cambio cuesta tanto tiempo? Una razón evidente es porque la mayoría lo ha intentado una y otra vez, mediante la fuerza de voluntad, y ha fracasado.
Controle su destino	Anthony Robbins	Subrayado	147		2242	2243	17/12/2017 10:53:40	En consecuencia, llegaron a suponer que los cambios importantes tardan mucho tiempo en producirse, y son muy difíciles de conseguir.
Controle su destino	Anthony Robbins	Subrayado	147		2244	2244	17/12/2017 10:54:08	La fuerza de voluntad, por sí misma, no es suficiente, sobre todo si queremos lograr un cambio perdurable.
Controle su destino	Anthony Robbins	Subrayado	147		2245	2247	17/12/2017 10:54:22	La segunda razón por la que no cambiamos con rapidez es porque existe en nuestra cultura una serie de creencias que nos impide ser capaces de utilizar nuestras habilidades inherentes. Culturalmente, hacemos asociaciones negativas con la idea del cambio inmediato.
Controle su destino	Anthony Robbins	Subrayado	152		2318	2319	17/12/2017 11:01:19	Una vez que hayamos efectuado el cambio, debemos reforzarlo inmediatamente.
Controle su destino	Anthony Robbins	Subrayado	153		2336	2337	17/12/2017 11:02:57	¿Cuáles son los dos cambios que todos desearíamos producir en nuestra vida?
Controle su destino	Anthony Robbins	Subrayado	153		2338	2338	17/12/2017 11:03:30	2) nuestros comportamientos?
Controle su destino	Anthony Robbins	Subrayado	153		2341	2343	17/12/2017 11:04:14	comportamientos que deben cambiar. La única forma de lograrlo consiste en vincular dolor al antiguo comportamiento y placer al nuevo comportamiento.
Controle su destino	Anthony Robbins	Subrayado	154		2350	2351	17/12/2017 11:04:58	Para crear un cambio con rapidez, la primera creencia que debemos tener es que podemos cambiar ahora. La mayoría de las personas de nuestra sociedad vincula
Controle su destino	Anthony Robbins	Subrayado	154		2361	2363	17/12/2017 11:06:45	La segunda creencia que usted y yo debemos tener es que, si vamos a crear un cambio perdurable, quiere decir que nosotros somos responsables, y nadie más, de nuestro propio cambio.
Controle su destino	Anthony Robbins	Subrayado	155		2363	2363	17/12/2017 11:06:56	De hecho, hay tres creencias específicas acerca de la responsabilidad que debemos tener para crear un cambio perdurable:
Controle su destino	Anthony Robbins	Subrayado	155		2364	2365	17/12/2017 11:07:36	1) Primero, tenemos que creer: «Algo tiene que cambiar».
Controle su destino	Anthony Robbins	Subrayado	155		2365	2366	17/12/2017 11:07:58	No que «debería», o que «podría» cambiar, sino que tiene que cambiar absolutamente. A menudo, oigo decir a la gente: «Debería perder peso», «La vacilación es una mala costumbre»,
Controle su destino	Anthony Robbins	Subrayado	155		2367	2368	17/12/2017 11:08:06	proceso de hacer realmente lo necesario para cambiar la calidad de nuestra vida sólo se inicia con un imperativo «tengo que».
Controle su destino	Anthony Robbins	Subrayado	155		2368	2372	17/12/2017 11:09:59	2) Segundo, no sólo tenemos que creer que las cosas tienen que cambiar, sino que tenemos que creer: «Tengo que cambiarlo». Tenemos que vernos como la fuente del cambio. En caso contrario, siempre andaremos buscando a alguien que efectúe el cambio por nosotros, y siempre encontraremos a alguien a quien echarle la culpa si no funciona. Tenemos que ser la fuente de nuestro propio cambio para que éste sea perdurable.
Controle su destino	Anthony Robbins	Subrayado	155		2372	2374	17/12/2017 11:10:17	3) Tercero, tenemos que creer: «Puedo cambiarlo». Sin creerlo así, resulta imposible cambiar, tal y como hemos visto en el capítulo anterior; en tal caso, no tenemos la menor posibilidad de llevar adelante nuestros deseos.
Controle su destino	Anthony Robbins	Subrayado	156		2390	2393	17/12/2017 11:11:53	podemos analizar nuestros problemas durante años, pero nada cambia a menos que cambiemos las sensaciones que vinculamos con una experiencia en nuestro sistema nervioso, y poseemos la capacidad para hacerlo con rapidez y de forma poderosa si comprendemos... EL PODER DE SU CEREBRO ¡Todos nosotros nacemos con un don magnífico!
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	31		468	469	14/12/2017 07:43:02	Básicamente el principal componente y artífice de que algo nos ocurra, cuando lo deseamos, es la intensidad con la que mantenemos ese deseo.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	31		469	470	14/12/2017 07:43:13	No es lo mismo que nuestro «láser» mental esté 24 horas enviando una gran cantidad de energía toda con la misma información, que una vez a la semana pienses en algo, y no vuelvas a acordarte hasta el mes siguiente.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	33		502	502	14/12/2017 07:49:59	Tus pensamientos crean tu realidad, ¡escoge los mejores!
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	33		504	506	14/12/2017 07:49:37	En este caso, la única forma de vibrar al mismo nivel que aquello que anhelamos es por medio de nuestros sentimientos. «Sentir» aquello que deseamos como si ya lo tuviéramos es incorporar a nuestro campo energético la vibración de esa imagen.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	34		508	510	14/12/2017 07:51:21	Está muy bien pasarse tres horas al día meditando sobre aquello que quieres, pero si tú no estás listo para recibirlo se quedará a dos palmos de tus narices. Sólo sintiendo y visualizando las emociones que te producen el hecho de haber conseguido algo, elevarás tu nivel energético para ajustarlo a lo que quieres.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	41		618	619	14/12/2017 08:02:32	indicaciones que debes tomar o hacer para encontrarlo. Es decir, sí, puedes tener todo lo que desees. Pero has de salir a buscarlo.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	57		874	875	14/12/2017 06:31:42	el trabajo hecho en vano... :-) Y es que siempre el problema es el mismo, cómo decidir lo que quieres y mantenerlo. ¿Hay alguna fórmula para ello?
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	58		875	878	14/12/2017 06:32:25	Es difícil de decir. ¿Cómo saber qué es lo que uno quiere de verdad? ¿Cómo saber en qué enfocar tu energía para materializar tus verdaderos deseos? Ahí entra principalmente la parte de conocimiento interior, escucharse a uno mismo, seguir nuestra intuición y descubrir qué es lo que realmente queremos conseguir y nos va a hacer felices.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	59		900	901	14/12/2017 06:35:50	Por eso es tan importante asegurarnos de dos cosas, primero, que tenemos claro lo que queremos para nosotros, y segundo, que podemos convencernos de que realmente eso es lo que queremos.
El poder de la intuición: El mecanismo de la sincronicidad, una respuesta del universo	David Topí	Subrayado	118		1802	1804	21/12/2017 11:25:39	Porque recibimos lo mejor que podemos recibir de nuestra mente en cada momento, y no nos es posible encontrar fallos en su lógica por que no los tiene. Simplemente, a veces, hemos de aceptar que a veces la solución o información que tenemos no es suficientemente buena para solucionar o tomar una decisión acertada, lo cual no significa que para la mente la solución propuesta no haya sido la mejor solución.
avionica	Desconocido	Subrayado	79		1207	1208	28/12/2017 10:07:08	Incorrect. An erroneous indication to an operator due to the
Diario de un marine [11911]	E.B. Sledge	Subrayado	74		1135	1146	08/12/2017 09:48:42	carros anfibios, el capitán de la nave amablemente dejaba las puertas de proa abiertas y la rampa bajada para que pudiéramos nadar en las aguas azules del canal de Sealark (llamado de manera más apropiada «la bahía del fondo de hierro» por todos los barcos que se habían hundido allí durante la campaña de Guadalcanal). Nos zambullíamos, nadábamos y chapoteábamos en la preciosa agua como niños, y durante unas breves horas olvidábamos por qué estábamos allí. Las treinta LST que transportaban a las compañías de asalto de la 1.a División de marines zarparon por fin a primera hora de la mañana del 4 de septiembre para realizar la travesía de unas 2.100 millas hasta Peleliu. Fue un viaje sin incidentes. El mar estaba en calma y sólo nos encontramos con un par de chaparrones. Cada mañana después de desayunar, varios de nosotros íbamos al coronamiento de popa de la nave a observar el espectáculo del sargento de artillería Haney. Vestido con unos shorts de color caqui, botas y polainas, Haney llevaba a cabo su ritual de limpieza. Dejaba la vaina de la bayoneta puesta y utilizaba como blanco un candelero cubierto de lona que bajaba de la superestructura del barco. No podía reemplazar a un palo de prácticas móvil, pero Haney no permitía que eso lo detuviera. Realizaba su rutina durante una hora más o menos, con monólogo y todo, mientras docenas de hombres de la Compañía K se apoltronaban
Cómo crear personajes: Guía para principiantes	Elena Cardenal	Subrayado	15		144	146	30/11/2017 07:58:44	El personaje principal padece algún tipo de transformación y es esa evolución la que es contada a través de los capítulos, o bien a partir de acciones de los demás personajes, a través de sucesos y de su propia personalidad para enfrentarse a ellos.
Cómo crear personajes: Guía para principiantes	Elena Cardenal	Subrayado	43		468	468	30/11/2017 08:08:20	10. LAS FICHAS TÉCNICAS
Cómo crear personajes: Guía para principiantes	Elena Cardenal	Subrayado	44		471	471	30/11/2017 08:08:16	Son como curriculums que incluyen sus características personales.
Cómo crear personajes: Guía para principiantes	Elena Cardenal	Subrayado	44		481	485	30/11/2017 08:09:31	divido estas fichas en cuatro partes: ♦ Datos generales ♦ Datos personales o características circunstanciales ♦ Rasgos físicos (imágenes e ilustraciones) ♦ Rasgos psicológicos
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	92		1407	1407	27/12/2017 12:17:21	acceptable system involves properties such as performance, reliability,
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	93		1413	1413	27/12/2017 07:32:10	to fill in the blanks
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	97		1483	1484	27/12/2017 07:56:49	be built from scratch. The customer may be willing to relax some requirements
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	104		1582	1583	27/12/2017 08:17:44	rules of thumb that should be followed when designing an architecture.
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	108		1651	1652	27/12/2017 08:29:05	not achieved a system architecture, including its rationale,
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	162		2482	2483	27/12/2017 05:03:32	program (the software for the A-7E aircraft) and then redesign
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	172		2627	2628	27/12/2017 05:16:01	In most cases, neither the producer nor the consumer need be modified if the updating policy changes.
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	173		2641	2642	27/12/2017 05:19:03	The primary secrets of this module are the models used for the estimation of values based on sample values and error estimates.
Software Architecture in Practice	Len Bass;Paul Clements;Rick Kazman	Subrayado	174		2667	2667	27/12/2017 05:24:05	chapter, we remarked that architectures serve as the blueprint
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	6		82	83	06/01/2018 11:48:48	Durante años me dediqué a investigar al grupo de personas a quienes la fortuna siempre sonríe.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	6		84	85	06/01/2018 11:49:00	descubrí que había una serie de rasgos comunes en todas ellas. Una manera de actuar determinada y una forma de pensar especial.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	8		111	111	06/01/2018 11:50:30	Nuestras creencias son determinantes a la hora de realizar acciones.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	9		130	130	06/01/2018 11:51:54	No deje que sus ideas limitantes le detengan. Evite ser presa de sus miedos.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	11		154	155	06/01/2018 11:53:04	Sólo se requiere deseo, creencia y disposición. Cualquiera puede conseguirlo. Hombre o mujer. Joven o adulto. Siguiendo las reglas, las oportunidades aparecen como por arte de magia.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	12		177	177	06/01/2018 05:15:04	CAPITULO 1. EL DINERO
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	13		190	190	06/01/2018 05:15:21	Qué es el dinero?
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	14		203	204	06/01/2018 05:15:43	dinero es una idea, un concepto, una forma de comunicación. Los billetes de papel y las monedas de metal no son dinero.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	14		206	207	06/01/2018 05:16:05	Cuestionarse el Misterio
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	14		209	209	18/12/2017 07:43:14	Como Seguridad.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	14		209	210	06/01/2018 05:16:28	Se puede pensar en el dinero como una capa protectora que te separa de un mundo cruel y deshumanizado.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	15		218	219	06/01/2018 05:17:28	Te preocupas por cómo conseguir más y por cómo no perder el que ya tengas. Para la mayoría de la gente, pensar en el dinero es pensar en problemas. 
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	15		225	226	06/01/2018 05:17:42	En nuestra sociedad, la gente que tiene dinero parece imponer respeto, lealtad y sumisión. En otras palabras, el dinero significa poder.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	16		232	232	18/12/2017 07:44:23	Como una promesa.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	16		234	235	06/01/2018 05:18:51	el dinero es una promesa, una promesa de beneficio, una promesa de que existe algo de valor que sigue la estela de esa moneda o papel.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	16		238	239	18/12/2017 07:44:32	Como energía.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	17		253	254	18/12/2017 07:46:06	CAPITULO 2. LA AFLUENCIA DE DINERO
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	18		274	274	06/01/2018 05:20:29	Negociar con Algo
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	19		291	292	18/12/2017 07:48:12	Por qué estoy insistiendo tanto en este hecho? Le diré el por qué y este es un punto importante. Si el dinero es algo, y existe como algo, estará sujeto a las mismas leyes físicas que todas las demás
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	20		293	293	18/12/2017 07:48:33	Obedecer las Leyes
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	22		323	324	06/01/2018 05:22:10	Recuerde: el dinero es algo. Por lo tanto, si el dinero existe, que lo hace, también debe obedecer a estas leyes de la física. Y así es. 
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	22		327	330	18/12/2017 07:50:21	Hablar de dinero Hay tres importantes elementos: usted, el dinero y las fuerzas. A una fuerza se le ha llamado Fuerza Atrayente (la fuerza que empuja el dinero hacia usted) y otra es Fuerza Repelente (la fuerza que aleja el dinero hacia usted).
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	22		332	333	18/12/2017 07:52:03	Una vez que uno se percata de que estas fuerzas existen y que además puede controlarlas, crear y mantener una corriente positiva de dinero hacia su vida se convierte en algo simple.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	22		333	333	18/12/2017 07:52:11	El origen
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	23		341	342	18/12/2017 07:53:32	El método Doble Vía lo forman dos técnicas, una que aumentará su fuerza de atracción y otra que disminuirá su fuerza de repulsión.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	23		350	351	06/01/2018 05:23:57	crear una llegada masiva de dinero a su vida, tiene que hacer dos cosas: maximizar su fuerza de atracción y minimizar su fuerza de repulsión.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	23		351	351	06/01/2018 05:24:07	El plan es sencillo. Los resultados están asegurados.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	24		355	355	18/12/2017 07:53:55	LA LEY DE LA ATRACCIÓN
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	24		364	366	18/12/2017 07:54:59	La Ley de la Atracción dice: Mantener cualquier imagen preconcebida de la inteligencia, convierte la manifestación de esa imagen en una realidad. En otras palabras, el acto de tener una imagen cualquiera en tu mente tiende a materializar, en el mundo real, objetos y situaciones que corresponden a esa imagen.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	25		369	369	06/01/2018 05:25:39	Primera cuestión: Qué es la realidad? Cuando
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	25		370	371	06/01/2018 05:25:59	La mayoría de la gente piensa que la realidad existe ‘ahí fuera’ en el mundo exterior. 
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	25		371	372	06/01/2018 05:26:04	Siguiente cuestión: Qué es la imaginación?
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	25		374	375	18/12/2017 07:55:37	Bien, pues prepárese para una sorpresa. Imaginación y realidad están íntimamente relacionadas. Lo que normalmente tomamos como realidad depende totalmente de la imaginación: la realidad es resultado directo de la imaginación. 
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	25		376	378	18/12/2017 07:55:50	La Ley de la Atracción dice que cuando una imagen está implantada en la mente, se ponen en funcionamiento fuerzas invisibles, fuerzas que intentan manifestar esa imagen en la realidad. Una imagen clara que esté implantada en la mente lleva consigo el poder de atraer lo que sea necesario para completar esa manifestación.
Cómo resolver para siempre todos sus problemas de dinero	Victor Boc	Subrayado	25		378	379	18/12/2017 07:56:02	Literalmente, sus imágenes mentales crean su mundo. Sean cuales sean las imágenes de su mente, son imágenes que se materializan.
